"Tipo_Aloxamento";"Ano";"Numero_Establecementos";"Area";"Area.1"
"551";NA;"2003";0;"AARZUA";NA
"552";NA;"2004";0;"AARZUA";NA
"553";NA;"2005";0;"AARZUA";NA
"554";NA;"2006";0;"AARZUA";NA
"555";NA;"2007";0;"AARZUA";NA
"556";NA;"2008";0;"AARZUA";NA
"557";NA;"2009";0;"AARZUA";NA
"558";NA;"2010";0;"AARZUA";NA
"559";NA;"2011";0;"AARZUA";NA
"560";NA;"2012";0;"AARZUA";NA
"561";NA;"2013";0;"AARZUA";NA
"562";NA;"2017";0;"AARZUA";NA
"563";NA;"2018";16;"AARZUA";NA
"564";NA;"2019";34;"AARZUA";NA
"565";NA;"2020";54;"AARZUA";NA
"566";NA;"2021";64;"AARZUA";NA
"567";NA;"2022";66;"AARZUA";NA
"568";"15010";"Boimorto";NA;"BOIMORTO";15010
"569";"Hoteis";NA;NA;"BOIMORTO";NA
"570";NA;"2003";0;"BOIMORTO";NA
"571";NA;"2004";0;"BOIMORTO";NA
"572";NA;"2005";0;"BOIMORTO";NA
"573";NA;"2006";0;"BOIMORTO";NA
"574";NA;"2007";0;"BOIMORTO";NA
"575";NA;"2008";0;"BOIMORTO";NA
"576";NA;"2009";0;"BOIMORTO";NA
"577";NA;"2010";0;"BOIMORTO";NA
"578";NA;"2011";0;"BOIMORTO";NA
"579";NA;"2012";0;"BOIMORTO";NA
"580";NA;"2013";0;"BOIMORTO";NA
"581";NA;"2017";0;"BOIMORTO";NA
"582";NA;"2018";0;"BOIMORTO";NA
"583";NA;"2019";0;"BOIMORTO";NA
"584";NA;"2020";0;"BOIMORTO";NA
"585";NA;"2021";0;"BOIMORTO";NA
"586";NA;"2022";0;"BOIMORTO";NA
"587";"Pensións";NA;NA;"BOIMORTO";NA
"588";NA;"2003";NA;"BOIMORTO";NA
"589";NA;"2004";NA;"BOIMORTO";NA
"590";NA;"2005";NA;"BOIMORTO";NA
"591";NA;"2006";NA;"BOIMORTO";NA
"592";NA;"2007";NA;"BOIMORTO";NA
"593";NA;"2008";NA;"BOIMORTO";NA
"594";NA;"2009";0;"BOIMORTO";NA
"595";NA;"2010";0;"BOIMORTO";NA
"596";NA;"2011";0;"BOIMORTO";NA
"597";NA;"2012";0;"BOIMORTO";NA
"598";NA;"2013";0;"BOIMORTO";NA
"599";NA;"2017";0;"BOIMORTO";NA
"600";NA;"2018";0;"BOIMORTO";NA
"601";NA;"2019";1;"BOIMORTO";NA
"602";NA;"2020";1;"BOIMORTO";NA
"603";NA;"2021";1;"BOIMORTO";NA
"604";NA;"2022";1;"BOIMORTO";NA
"605";"Albergues turísticos";NA;NA;"BOIMORTO";NA
"606";NA;"2003";NA;"BOIMORTO";NA
"607";NA;"2004";NA;"BOIMORTO";NA
"608";NA;"2005";NA;"BOIMORTO";NA
"609";NA;"2006";NA;"BOIMORTO";NA
"610";NA;"2007";NA;"BOIMORTO";NA
"611";NA;"2008";NA;"BOIMORTO";NA
"612";NA;"2009";NA;"BOIMORTO";NA
"613";NA;"2010";NA;"BOIMORTO";NA
"614";NA;"2011";NA;"BOIMORTO";NA
"615";NA;"2012";0;"BOIMORTO";NA
"616";NA;"2013";0;"BOIMORTO";NA
"617";NA;"2017";1;"BOIMORTO";NA
"618";NA;"2018";2;"BOIMORTO";NA
"619";NA;"2019";2;"BOIMORTO";NA
"620";NA;"2020";2;"BOIMORTO";NA
"621";NA;"2021";2;"BOIMORTO";NA
"622";NA;"2022";2;"BOIMORTO";NA
"623";"Turismo rural";NA;NA;"BOIMORTO";NA
"624";NA;"2003";1;"BOIMORTO";NA
"625";NA;"2004";2;"BOIMORTO";NA
"626";NA;"2005";2;"BOIMORTO";NA
"627";NA;"2006";2;"BOIMORTO";NA
"628";NA;"2007";2;"BOIMORTO";NA
"629";NA;"2008";2;"BOIMORTO";NA
"630";NA;"2009";2;"BOIMORTO";NA
"631";NA;"2010";2;"BOIMORTO";NA
"632";NA;"2011";2;"BOIMORTO";NA
"633";NA;"2012";2;"BOIMORTO";NA
"634";NA;"2013";3;"BOIMORTO";NA
"635";NA;"2017";4;"BOIMORTO";NA
"636";NA;"2018";4;"BOIMORTO";NA
"637";NA;"2019";4;"BOIMORTO";NA
"638";NA;"2020";4;"BOIMORTO";NA
"639";NA;"2021";3;"BOIMORTO";NA
"640";NA;"2022";3;"BOIMORTO";NA
"641";"Campamentos de turismo";NA;NA;"BOIMORTO";NA
"642";NA;"2003";0;"BOIMORTO";NA
"643";NA;"2004";0;"BOIMORTO";NA
"644";NA;"2005";0;"BOIMORTO";NA
"645";NA;"2006";0;"BOIMORTO";NA
"646";NA;"2007";0;"BOIMORTO";NA
"647";NA;"2008";0;"BOIMORTO";NA
"648";NA;"2009";0;"BOIMORTO";NA
"649";NA;"2010";0;"BOIMORTO";NA
"650";NA;"2011";0;"BOIMORTO";NA
"651";NA;"2012";0;"BOIMORTO";NA
"652";NA;"2013";0;"BOIMORTO";NA
"653";NA;"2017";0;"BOIMORTO";NA
"654";NA;"2018";0;"BOIMORTO";NA
"655";NA;"2019";0;"BOIMORTO";NA
"656";NA;"2020";0;"BOIMORTO";NA
"657";NA;"2021";0;"BOIMORTO";NA
"658";NA;"2022";0;"BOIMORTO";NA
"659";"Apartamentos turísticos";NA;NA;"BOIMORTO";NA
"660";NA;"2003";0;"BOIMORTO";NA
"661";NA;"2004";0;"BOIMORTO";NA
"662";NA;"2005";0;"BOIMORTO";NA
"663";NA;"2006";0;"BOIMORTO";NA
"664";NA;"2007";0;"BOIMORTO";NA
"665";NA;"2008";0;"BOIMORTO";NA
"666";NA;"2009";0;"BOIMORTO";NA
"667";NA;"2010";0;"BOIMORTO";NA
"668";NA;"2011";0;"BOIMORTO";NA
"669";NA;"2012";0;"BOIMORTO";NA
"670";NA;"2013";0;"BOIMORTO";NA
"671";NA;"2017";0;"BOIMORTO";NA
"672";NA;"2018";0;"BOIMORTO";NA
"673";NA;"2019";0;"BOIMORTO";NA
"674";NA;"2020";0;"BOIMORTO";NA
"675";NA;"2021";1;"BOIMORTO";NA
"676";NA;"2022";2;"BOIMORTO";NA
"677";"Vivendas turísticas";NA;NA;"BOIMORTO";NA
"678";NA;"2003";NA;"BOIMORTO";NA
"679";NA;"2004";NA;"BOIMORTO";NA
"680";NA;"2005";NA;"BOIMORTO";NA
"681";NA;"2006";NA;"BOIMORTO";NA
"682";NA;"2007";NA;"BOIMORTO";NA
"683";NA;"2008";NA;"BOIMORTO";NA
"684";NA;"2009";NA;"BOIMORTO";NA
"685";NA;"2010";NA;"BOIMORTO";NA
"686";NA;"2011";NA;"BOIMORTO";NA
"687";NA;"2012";NA;"BOIMORTO";NA
"688";NA;"2013";NA;"BOIMORTO";NA
"689";NA;"2017";0;"BOIMORTO";NA
"690";NA;"2018";0;"BOIMORTO";NA
"691";NA;"2019";0;"BOIMORTO";NA
"692";NA;"2020";0;"BOIMORTO";NA
"693";NA;"2021";0;"BOIMORTO";NA
"694";NA;"2022";0;"BOIMORTO";NA
"695";"Vivendas de uso turístico";NA;NA;"BOIMORTO";NA
"696";NA;"2003";0;"BOIMORTO";NA
"697";NA;"2004";0;"BOIMORTO";NA
"698";NA;"2005";0;"BOIMORTO";NA
"699";NA;"2006";0;"BOIMORTO";NA
"700";NA;"2007";0;"BOIMORTO";NA
"701";NA;"2008";0;"BOIMORTO";NA
"702";NA;"2009";0;"BOIMORTO";NA
"703";NA;"2010";0;"BOIMORTO";NA
"704";NA;"2011";0;"BOIMORTO";NA
"705";NA;"2012";0;"BOIMORTO";NA
"706";NA;"2013";0;"BOIMORTO";NA
"707";NA;"2017";0;"BOIMORTO";NA
"708";NA;"2018";2;"BOIMORTO";NA
"709";NA;"2019";3;"BOIMORTO";NA
"710";NA;"2020";3;"BOIMORTO";NA
"711";NA;"2021";5;"BOIMORTO";NA
"712";NA;"2022";4;"BOIMORTO";NA
"713";"15066,\Pino, O\\",,O PINO,15066,\"";NA;NA;NA;NA
"714";"Hoteis";NA;NA;"O PINO";NA
"715";NA;"2003";2;"O PINO";NA
"716";NA;"2004";2;"O PINO";NA
"717";NA;"2005";2;"O PINO";NA
"718";NA;"2006";2;"O PINO";NA
"719";NA;"2007";2;"O PINO";NA
"720";NA;"2008";2;"O PINO";NA
"721";NA;"2009";2;"O PINO";NA
"722";NA;"2010";3;"O PINO";NA
"723";NA;"2011";3;"O PINO";NA
"724";NA;"2012";3;"O PINO";NA
"725";NA;"2013";3;"O PINO";NA
"726";NA;"2017";4;"O PINO";NA
"727";NA;"2018";4;"O PINO";NA
"728";NA;"2019";4;"O PINO";NA
"729";NA;"2020";5;"O PINO";NA
"730";NA;"2021";5;"O PINO";NA
"731";NA;"2022";5;"O PINO";NA
"732";"Pensións";NA;NA;"O PINO";NA
"733";NA;"2003";NA;"O PINO";NA
"734";NA;"2004";NA;"O PINO";NA
"735";NA;"2005";NA;"O PINO";NA
"736";NA;"2006";NA;"O PINO";NA
"737";NA;"2007";NA;"O PINO";NA
"738";NA;"2008";NA;"O PINO";NA
"739";NA;"2009";13;"O PINO";NA
"740";NA;"2010";13;"O PINO";NA
"741";NA;"2011";17;"O PINO";NA
"742";NA;"2012";23;"O PINO";NA
"743";NA;"2013";19;"O PINO";NA
"744";NA;"2017";25;"O PINO";NA
"745";NA;"2018";29;"O PINO";NA
"746";NA;"2019";37;"O PINO";NA
"747";NA;"2020";44;"O PINO";NA
"748";NA;"2021";47;"O PINO";NA
"749";NA;"2022";50;"O PINO";NA
"750";"Albergues turísticos";NA;NA;"O PINO";NA
"751";NA;"2003";NA;"O PINO";NA
"752";NA;"2004";NA;"O PINO";NA
"753";NA;"2005";NA;"O PINO";NA
"754";NA;"2006";NA;"O PINO";NA
"755";NA;"2007";NA;"O PINO";NA
"756";NA;"2008";NA;"O PINO";NA
"757";NA;"2009";NA;"O PINO";NA
"758";NA;"2010";NA;"O PINO";NA
"759";NA;"2011";NA;"O PINO";NA
"760";NA;"2012";4;"O PINO";NA
"761";NA;"2013";7;"O PINO";NA
"762";NA;"2017";16;"O PINO";NA
"763";NA;"2018";16;"O PINO";NA
"764";NA;"2019";17;"O PINO";NA
"765";NA;"2020";19;"O PINO";NA
"766";NA;"2021";20;"O PINO";NA
"767";NA;"2022";20;"O PINO";NA
"768";"Turismo rural";NA;NA;"O PINO";NA
"769";NA;"2003";3;"O PINO";NA
"770";NA;"2004";3;"O PINO";NA
"771";NA;"2005";3;"O PINO";NA
"772";NA;"2006";3;"O PINO";NA
"773";NA;"2007";3;"O PINO";NA
"774";NA;"2008";3;"O PINO";NA
"775";NA;"2009";4;"O PINO";NA
"776";NA;"2010";4;"O PINO";NA
"777";NA;"2011";4;"O PINO";NA
"778";NA;"2012";4;"O PINO";NA
"779";NA;"2013";4;"O PINO";NA
"780";NA;"2017";4;"O PINO";NA
"781";NA;"2018";4;"O PINO";NA
"782";NA;"2019";4;"O PINO";NA
"783";NA;"2020";4;"O PINO";NA
"784";NA;"2021";4;"O PINO";NA
"785";NA;"2022";4;"O PINO";NA
"786";"Campamentos de turismo";NA;NA;"O PINO";NA
"787";NA;"2003";0;"O PINO";NA
"788";NA;"2004";0;"O PINO";NA
"789";NA;"2005";0;"O PINO";NA
"790";NA;"2006";0;"O PINO";NA
"791";NA;"2007";0;"O PINO";NA
"792";NA;"2008";0;"O PINO";NA
"793";NA;"2009";0;"O PINO";NA
"794";NA;"2010";0;"O PINO";NA
"795";NA;"2011";0;"O PINO";NA
"796";NA;"2012";0;"O PINO";NA
"797";NA;"2013";0;"O PINO";NA
"798";NA;"2017";0;"O PINO";NA
"799";NA;"2018";0;"O PINO";NA
"800";NA;"2019";1;"O PINO";NA
"801";NA;"2020";1;"O PINO";NA
"802";NA;"2021";1;"O PINO";NA
"803";NA;"2022";1;"O PINO";NA
"804";"Apartamentos turísticos";NA;NA;"O PINO";NA
"805";NA;"2003";0;"O PINO";NA
"806";NA;"2004";0;"O PINO";NA
"807";NA;"2005";0;"O PINO";NA
"808";NA;"2006";1;"O PINO";NA
"809";NA;"2007";1;"O PINO";NA
"810";NA;"2008";1;"O PINO";NA
"811";NA;"2009";1;"O PINO";NA
"812";NA;"2010";1;"O PINO";NA
"813";NA;"2011";1;"O PINO";NA
"814";NA;"2012";1;"O PINO";NA
"815";NA;"2013";1;"O PINO";NA
"816";NA;"2017";1;"O PINO";NA
"817";NA;"2018";1;"O PINO";NA
"818";NA;"2019";1;"O PINO";NA
"819";NA;"2020";2;"O PINO";NA
"820";NA;"2021";2;"O PINO";NA
"821";NA;"2022";2;"O PINO";NA
"822";"Vivendas turísticas";NA;NA;"O PINO";NA
"823";NA;"2003";NA;"O PINO";NA
"824";NA;"2004";NA;"O PINO";NA
"825";NA;"2005";NA;"O PINO";NA
"826";NA;"2006";NA;"O PINO";NA
"827";NA;"2007";NA;"O PINO";NA
"828";NA;"2008";NA;"O PINO";NA
"829";NA;"2009";NA;"O PINO";NA
"830";NA;"2010";NA;"O PINO";NA
"831";NA;"2011";NA;"O PINO";NA
"832";NA;"2012";NA;"O PINO";NA
"833";NA;"2013";NA;"O PINO";NA
"834";NA;"2017";0;"O PINO";NA
"835";NA;"2018";2;"O PINO";NA
"836";NA;"2019";2;"O PINO";NA
"837";NA;"2020";2;"O PINO";NA
"838";NA;"2021";2;"O PINO";NA
"839";NA;"2022";2;"O PINO";NA
"840";"Vivendas de uso turístico";NA;NA;"O PINO";NA
"841";NA;"2003";0;"O PINO";NA
"842";NA;"2004";0;"O PINO";NA
"843";NA;"2005";0;"O PINO";NA
"844";NA;"2006";0;"O PINO";NA
"845";NA;"2007";0;"O PINO";NA
"846";NA;"2008";0;"O PINO";NA
"847";NA;"2009";0;"O PINO";NA
"848";NA;"2010";0;"O PINO";NA
"849";NA;"2011";0;"O PINO";NA
"850";NA;"2012";0;"O PINO";NA
"851";NA;"2013";0;"O PINO";NA
"852";NA;"2017";0;"O PINO";NA
"853";NA;"2018";13;"O PINO";NA
"854";NA;"2019";24;"O PINO";NA
"855";NA;"2020";31;"O PINO";NA
"856";NA;"2021";30;"O PINO";NA
"857";NA;"2022";32;"O PINO";NA
"858";"15085";"Touro";NA;"TOURO";15085
"859";"Hoteis";NA;NA;"TOURO";NA
"860";NA;"2003";0;"TOURO";NA
"861";NA;"2004";0;"TOURO";NA
"862";NA;"2005";0;"TOURO";NA
"863";NA;"2006";0;"TOURO";NA
"864";NA;"2007";0;"TOURO";NA
"865";NA;"2008";0;"TOURO";NA
"866";NA;"2009";0;"TOURO";NA
"867";NA;"2010";0;"TOURO";NA
"868";NA;"2011";0;"TOURO";NA
"869";NA;"2012";0;"TOURO";NA
"870";NA;"2013";0;"TOURO";NA
"871";NA;"2017";0;"TOURO";NA
"872";NA;"2018";0;"TOURO";NA
"873";NA;"2019";0;"TOURO";NA
"874";NA;"2020";0;"TOURO";NA
"875";NA;"2021";0;"TOURO";NA
"876";NA;"2022";0;"TOURO";NA
"877";"Pensións";NA;NA;"TOURO";NA
"878";NA;"2003";NA;"TOURO";NA
"879";NA;"2004";NA;"TOURO";NA
"880";NA;"2005";NA;"TOURO";NA
"881";NA;"2006";NA;"TOURO";NA
"882";NA;"2007";NA;"TOURO";NA
"883";NA;"2008";NA;"TOURO";NA
"884";NA;"2009";0;"TOURO";NA
"885";NA;"2010";0;"TOURO";NA
"886";NA;"2011";0;"TOURO";NA
"887";NA;"2012";0;"TOURO";NA
"888";NA;"2013";0;"TOURO";NA
"889";NA;"2017";0;"TOURO";NA
"890";NA;"2018";0;"TOURO";NA
"891";NA;"2019";0;"TOURO";NA
"892";NA;"2020";0;"TOURO";NA
"893";NA;"2021";0;"TOURO";NA
"894";NA;"2022";0;"TOURO";NA
"895";"Albergues turísticos";NA;NA;"TOURO";NA
"896";NA;"2003";NA;"TOURO";NA
"897";NA;"2004";NA;"TOURO";NA
"898";NA;"2005";NA;"TOURO";NA
"899";NA;"2006";NA;"TOURO";NA
"900";NA;"2007";NA;"TOURO";NA
"901";NA;"2008";NA;"TOURO";NA
"902";NA;"2009";NA;"TOURO";NA
"903";NA;"2010";NA;"TOURO";NA
"904";NA;"2011";NA;"TOURO";NA
"905";NA;"2012";0;"TOURO";NA
"906";NA;"2013";0;"TOURO";NA
"907";NA;"2017";0;"TOURO";NA
"908";NA;"2018";0;"TOURO";NA
"909";NA;"2019";0;"TOURO";NA
"910";NA;"2020";0;"TOURO";NA
"911";NA;"2021";0;"TOURO";NA
"912";NA;"2022";0;"TOURO";NA
"913";"Turismo rural";NA;NA;"TOURO";NA
"914";NA;"2003";0;"TOURO";NA
"915";NA;"2004";3;"TOURO";NA
"916";NA;"2005";3;"TOURO";NA
"917";NA;"2006";3;"TOURO";NA
"918";NA;"2007";3;"TOURO";NA
"919";NA;"2008";3;"TOURO";NA
"920";NA;"2009";3;"TOURO";NA
"921";NA;"2010";3;"TOURO";NA
"922";NA;"2011";3;"TOURO";NA
"923";NA;"2012";3;"TOURO";NA
"924";NA;"2013";3;"TOURO";NA
"925";NA;"2017";3;"TOURO";NA
"926";NA;"2018";3;"TOURO";NA
"927";NA;"2019";3;"TOURO";NA
"928";NA;"2020";3;"TOURO";NA
"929";NA;"2021";3;"TOURO";NA
"930";NA;"2022";3;"TOURO";NA
"931";"Campamentos de turismo";NA;NA;"TOURO";NA
"932";NA;"2003";0;"TOURO";NA
"933";NA;"2004";0;"TOURO";NA
"934";NA;"2005";0;"TOURO";NA
"935";NA;"2006";0;"TOURO";NA
"936";NA;"2007";0;"TOURO";NA
"937";NA;"2008";0;"TOURO";NA
"938";NA;"2009";0;"TOURO";NA
"939";NA;"2010";0;"TOURO";NA
"940";NA;"2011";0;"TOURO";NA
"941";NA;"2012";0;"TOURO";NA
"942";NA;"2013";0;"TOURO";NA
"943";NA;"2017";0;"TOURO";NA
"944";NA;"2018";0;"TOURO";NA
"945";NA;"2019";0;"TOURO";NA
"946";NA;"2020";1;"TOURO";NA
"947";NA;"2021";1;"TOURO";NA
"948";NA;"2022";1;"TOURO";NA
"949";"Apartamentos turísticos";NA;NA;"TOURO";NA
"950";NA;"2003";0;"TOURO";NA
"951";NA;"2004";0;"TOURO";NA
"952";NA;"2005";0;"TOURO";NA
"953";NA;"2006";0;"TOURO";NA
"954";NA;"2007";0;"TOURO";NA
"955";NA;"2008";0;"TOURO";NA
"956";NA;"2009";1;"TOURO";NA
"957";NA;"2010";1;"TOURO";NA
"958";NA;"2011";1;"TOURO";NA
"959";NA;"2012";1;"TOURO";NA
"960";NA;"2013";1;"TOURO";NA
"961";NA;"2017";1;"TOURO";NA
"962";NA;"2018";1;"TOURO";NA
"963";NA;"2019";1;"TOURO";NA
"964";NA;"2020";1;"TOURO";NA
"965";NA;"2021";1;"TOURO";NA
"966";NA;"2022";1;"TOURO";NA
"967";"Vivendas turísticas";NA;NA;"TOURO";NA
"968";NA;"2003";NA;"TOURO";NA
"969";NA;"2004";NA;"TOURO";NA
"970";NA;"2005";NA;"TOURO";NA
"971";NA;"2006";NA;"TOURO";NA
"972";NA;"2007";NA;"TOURO";NA
"973";NA;"2008";NA;"TOURO";NA
"974";NA;"2009";NA;"TOURO";NA
"975";NA;"2010";NA;"TOURO";NA
"976";NA;"2011";NA;"TOURO";NA
"977";NA;"2012";NA;"TOURO";NA
"978";NA;"2013";NA;"TOURO";NA
"979";NA;"2017";0;"TOURO";NA
"980";NA;"2018";0;"TOURO";NA
"981";NA;"2019";0;"TOURO";NA
"982";NA;"2020";0;"TOURO";NA
"983";NA;"2021";0;"TOURO";NA
"984";NA;"2022";0;"TOURO";NA
"985";"Vivendas de uso turístico";NA;NA;"TOURO";NA
"986";NA;"2003";0;"TOURO";NA
"987";NA;"2004";0;"TOURO";NA
"988";NA;"2005";0;"TOURO";NA
"989";NA;"2006";0;"TOURO";NA
"990";NA;"2007";0;"TOURO";NA
"991";NA;"2008";0;"TOURO";NA
"992";NA;"2009";0;"TOURO";NA
"993";NA;"2010";0;"TOURO";NA
"994";NA;"2011";0;"TOURO";NA
"995";NA;"2012";0;"TOURO";NA
"996";NA;"2013";0;"TOURO";NA
"997";NA;"2017";0;"TOURO";NA
"998";NA;"2018";2;"TOURO";NA
"999";NA;"2019";4;"TOURO";NA
"1000";NA;"2020";6;"TOURO";NA
"1001";NA;"2021";7;"TOURO";NA
"1002";NA;"2022";7;"TOURO";NA
"1003";"1502";"Barbanza";NA;"BARBANZA";1502
"1004";"Hoteis";NA;NA;"BARBANZA";NA
"1005";NA;"2003";6;"BARBANZA";NA
"1006";NA;"2004";6;"BARBANZA";NA
"1007";NA;"2005";6;"BARBANZA";NA
"1008";NA;"2006";7;"BARBANZA";NA
"1009";NA;"2007";9;"BARBANZA";NA
"1010";NA;"2008";10;"BARBANZA";NA
"1011";NA;"2009";10;"BARBANZA";NA
"1012";NA;"2010";10;"BARBANZA";NA
"1013";NA;"2011";11;"BARBANZA";NA
"1014";NA;"2012";11;"BARBANZA";NA
"1015";NA;"2013";11;"BARBANZA";NA
"1016";NA;"2017";9;"BARBANZA";NA
"1017";NA;"2018";9;"BARBANZA";NA
"1018";NA;"2019";9;"BARBANZA";NA
"1019";NA;"2020";9;"BARBANZA";NA
"1020";NA;"2021";9;"BARBANZA";NA
"1021";NA;"2022";9;"BARBANZA";NA
"1022";"Pensións";NA;NA;"BARBANZA";NA
"1023";NA;"2003";NA;"BARBANZA";NA
"1024";NA;"2004";NA;"BARBANZA";NA
"1025";NA;"2005";NA;"BARBANZA";NA
"1026";NA;"2006";NA;"BARBANZA";NA
"1027";NA;"2007";NA;"BARBANZA";NA
"1028";NA;"2008";NA;"BARBANZA";NA
"1029";NA;"2009";22;"BARBANZA";NA
"1030";NA;"2010";22;"BARBANZA";NA
"1031";NA;"2011";23;"BARBANZA";NA
"1032";NA;"2012";24;"BARBANZA";NA
"1033";NA;"2013";25;"BARBANZA";NA
"1034";NA;"2017";25;"BARBANZA";NA
"1035";NA;"2018";25;"BARBANZA";NA
"1036";NA;"2019";25;"BARBANZA";NA
"1037";NA;"2020";25;"BARBANZA";NA
"1038";NA;"2021";24;"BARBANZA";NA
"1039";NA;"2022";24;"BARBANZA";NA
"1040";"Albergues turísticos";NA;NA;"BARBANZA";NA
"1041";NA;"2003";NA;"BARBANZA";NA
"1042";NA;"2004";NA;"BARBANZA";NA
"1043";NA;"2005";NA;"BARBANZA";NA
"1044";NA;"2006";NA;"BARBANZA";NA
"1045";NA;"2007";NA;"BARBANZA";NA
"1046";NA;"2008";NA;"BARBANZA";NA
"1047";NA;"2009";NA;"BARBANZA";NA
"1048";NA;"2010";NA;"BARBANZA";NA
"1049";NA;"2011";NA;"BARBANZA";NA
"1050";NA;"2012";0;"BARBANZA";NA
"1051";NA;"2013";0;"BARBANZA";NA
"1052";NA;"2017";0;"BARBANZA";NA
"1053";NA;"2018";0;"BARBANZA";NA
"1054";NA;"2019";0;"BARBANZA";NA
"1055";NA;"2020";0;"BARBANZA";NA
"1056";NA;"2021";0;"BARBANZA";NA
"1057";NA;"2022";0;"BARBANZA";NA
"1058";"Turismo rural";NA;NA;"BARBANZA";NA
"1059";NA;"2003";10;"BARBANZA";NA
"1060";NA;"2004";11;"BARBANZA";NA
"1061";NA;"2005";12;"BARBANZA";NA
"1062";NA;"2006";13;"BARBANZA";NA
"1063";NA;"2007";13;"BARBANZA";NA
"1064";NA;"2008";13;"BARBANZA";NA
"1065";NA;"2009";13;"BARBANZA";NA
"1066";NA;"2010";12;"BARBANZA";NA
"1067";NA;"2011";12;"BARBANZA";NA
"1068";NA;"2012";12;"BARBANZA";NA
"1069";NA;"2013";11;"BARBANZA";NA
"1070";NA;"2017";11;"BARBANZA";NA
"1071";NA;"2018";11;"BARBANZA";NA
"1072";NA;"2019";11;"BARBANZA";NA
"1073";NA;"2020";12;"BARBANZA";NA
"1074";NA;"2021";12;"BARBANZA";NA
"1075";NA;"2022";12;"BARBANZA";NA
"1076";"Campamentos de turismo";NA;NA;"BARBANZA";NA
"1077";NA;"2003";6;"BARBANZA";NA
"1078";NA;"2004";6;"BARBANZA";NA
"1079";NA;"2005";6;"BARBANZA";NA
"1080";NA;"2006";6;"BARBANZA";NA
"1081";NA;"2007";6;"BARBANZA";NA
"1082";NA;"2008";6;"BARBANZA";NA
"1083";NA;"2009";6;"BARBANZA";NA
"1084";NA;"2010";6;"BARBANZA";NA
"1085";NA;"2011";6;"BARBANZA";NA
"1086";NA;"2012";6;"BARBANZA";NA
"1087";NA;"2013";6;"BARBANZA";NA
"1088";NA;"2017";6;"BARBANZA";NA
"1089";NA;"2018";6;"BARBANZA";NA
"1090";NA;"2019";6;"BARBANZA";NA
"1091";NA;"2020";6;"BARBANZA";NA
"1092";NA;"2021";7;"BARBANZA";NA
"1093";NA;"2022";7;"BARBANZA";NA
"1094";"Apartamentos turísticos";NA;NA;"BARBANZA";NA
"1095";NA;"2003";0;"BARBANZA";NA
"1096";NA;"2004";0;"BARBANZA";NA
"1097";NA;"2005";0;"BARBANZA";NA
"1098";NA;"2006";1;"BARBANZA";NA
"1099";NA;"2007";1;"BARBANZA";NA
"1100";NA;"2008";1;"BARBANZA";NA
"1101";NA;"2009";1;"BARBANZA";NA
"1102";NA;"2010";2;"BARBANZA";NA
"1103";NA;"2011";2;"BARBANZA";NA
"1104";NA;"2012";4;"BARBANZA";NA
"1105";NA;"2013";6;"BARBANZA";NA
"1106";NA;"2017";5;"BARBANZA";NA
"1107";NA;"2018";5;"BARBANZA";NA
"1108";NA;"2019";4;"BARBANZA";NA
"1109";NA;"2020";6;"BARBANZA";NA
"1110";NA;"2021";6;"BARBANZA";NA
"1111";NA;"2022";7;"BARBANZA";NA
"1112";"Vivendas turísticas";NA;NA;"BARBANZA";NA
"1113";NA;"2003";NA;"BARBANZA";NA
"1114";NA;"2004";NA;"BARBANZA";NA
"1115";NA;"2005";NA;"BARBANZA";NA
"1116";NA;"2006";NA;"BARBANZA";NA
"1117";NA;"2007";NA;"BARBANZA";NA
"1118";NA;"2008";NA;"BARBANZA";NA
"1119";NA;"2009";NA;"BARBANZA";NA
"1120";NA;"2010";NA;"BARBANZA";NA
"1121";NA;"2011";NA;"BARBANZA";NA
"1122";NA;"2012";NA;"BARBANZA";NA
"1123";NA;"2013";NA;"BARBANZA";NA
"1124";NA;"2017";17;"BARBANZA";NA
"1125";NA;"2018";16;"BARBANZA";NA
"1126";NA;"2019";13;"BARBANZA";NA
"1127";NA;"2020";12;"BARBANZA";NA
"1128";NA;"2021";12;"BARBANZA";NA
"1129";NA;"2022";13;"BARBANZA";NA
"1130";"Vivendas de uso turístico";NA;NA;"BARBANZA";NA
"1131";NA;"2003";0;"BARBANZA";NA
"1132";NA;"2004";0;"BARBANZA";NA
"1133";NA;"2005";0;"BARBANZA";NA
"1134";NA;"2006";0;"BARBANZA";NA
"1135";NA;"2007";0;"BARBANZA";NA
"1136";NA;"2008";0;"BARBANZA";NA
"1137";NA;"2009";0;"BARBANZA";NA
"1138";NA;"2010";0;"BARBANZA";NA
"1139";NA;"2011";0;"BARBANZA";NA
"1140";NA;"2012";0;"BARBANZA";NA
"1141";NA;"2013";0;"BARBANZA";NA
"1142";NA;"2017";0;"BARBANZA";NA
"1143";NA;"2018";137;"BARBANZA";NA
"1144";NA;"2019";262;"BARBANZA";NA
"1145";NA;"2020";355;"BARBANZA";NA
"1146";NA;"2021";416;"BARBANZA";NA
"1147";NA;"2022";498;"BARBANZA";NA
"1148";"15011";"Boiro";NA;"BOIRO";15011
"1149";"Hoteis";NA;NA;"BOIRO";NA
"1150";NA;"2003";1;"BOIRO";NA
"1151";NA;"2004";1;"BOIRO";NA
"1152";NA;"2005";1;"BOIRO";NA
"1153";NA;"2006";1;"BOIRO";NA
"1154";NA;"2007";2;"BOIRO";NA
