"Tipo_Aloxamento";"Ano";"Numero_Establecementos";"Area";"Area.1"
"19353";NA;"2009";0;NA;NA
"19354";NA;"2010";0;NA;NA
"19355";NA;"2011";0;NA;NA
"19356";NA;"2012";0;NA;NA
"19357";NA;"2013";0;NA;NA
"19358";NA;"2017";0;NA;NA
"19359";NA;"2018";0;NA;NA
"19360";NA;"2019";0;NA;NA
"19361";NA;"2020";0;NA;NA
"19362";NA;"2021";0;NA;NA
"19363";NA;"2022";0;NA;NA
"19364";"Apartamentos turísticos";NA;NA;NA;NA
"19365";NA;"2003";0;NA;NA
"19366";NA;"2004";0;NA;NA
"19367";NA;"2005";0;NA;NA
"19368";NA;"2006";0;NA;NA
"19369";NA;"2007";0;NA;NA
"19370";NA;"2008";0;NA;NA
"19371";NA;"2009";0;NA;NA
"19372";NA;"2010";0;NA;NA
"19373";NA;"2011";0;NA;NA
"19374";NA;"2012";0;NA;NA
"19375";NA;"2013";0;NA;NA
"19376";NA;"2017";0;NA;NA
"19377";NA;"2018";0;NA;NA
"19378";NA;"2019";0;NA;NA
"19379";NA;"2020";0;NA;NA
"19380";NA;"2021";0;NA;NA
"19381";NA;"2022";0;NA;NA
"19382";"Vivendas turísticas";NA;NA;NA;NA
"19383";NA;"2003";NA;NA;NA
"19384";NA;"2004";NA;NA;NA
"19385";NA;"2005";NA;NA;NA
"19386";NA;"2006";NA;NA;NA
"19387";NA;"2007";NA;NA;NA
"19388";NA;"2008";NA;NA;NA
"19389";NA;"2009";NA;NA;NA
"19390";NA;"2010";NA;NA;NA
"19391";NA;"2011";NA;NA;NA
"19392";NA;"2012";NA;NA;NA
"19393";NA;"2013";NA;NA;NA
"19394";NA;"2017";0;NA;NA
"19395";NA;"2018";0;NA;NA
"19396";NA;"2019";0;NA;NA
"19397";NA;"2020";1;NA;NA
"19398";NA;"2021";1;NA;NA
"19399";NA;"2022";1;NA;NA
"19400";"Vivendas de uso turístico";NA;NA;NA;NA
"19401";NA;"2003";0;NA;NA
"19402";NA;"2004";0;NA;NA
"19403";NA;"2005";0;NA;NA
"19404";NA;"2006";0;NA;NA
"19405";NA;"2007";0;NA;NA
"19406";NA;"2008";0;NA;NA
"19407";NA;"2009";0;NA;NA
"19408";NA;"2010";0;NA;NA
"19409";NA;"2011";0;NA;NA
"19410";NA;"2012";0;NA;NA
"19411";NA;"2013";0;NA;NA
"19412";NA;"2017";0;NA;NA
"19413";NA;"2018";0;NA;NA
"19414";NA;"2019";0;NA;NA
"19415";NA;"2020";0;NA;NA
"19416";NA;"2021";0;NA;NA
"19417";NA;"2022";1;NA;NA
"19418";"27020";"Friol";NA;NA;NA
"19419";"Hoteis";NA;NA;NA;NA
"19420";NA;"2003";0;"FRIOL";27020
"19421";NA;"2004";0;NA;NA
"19422";NA;"2005";0;NA;NA
"19423";NA;"2006";0;NA;NA
"19424";NA;"2007";0;NA;NA
"19425";NA;"2008";1;NA;NA
"19426";NA;"2009";1;NA;NA
"19427";NA;"2010";1;NA;NA
"19428";NA;"2011";1;NA;NA
"19429";NA;"2012";1;NA;NA
"19430";NA;"2013";1;NA;NA
"19431";NA;"2017";1;NA;NA
"19432";NA;"2018";1;NA;NA
"19433";NA;"2019";1;NA;NA
"19434";NA;"2020";1;NA;NA
"19435";NA;"2021";1;NA;NA
"19436";NA;"2022";2;NA;NA
"19437";"Pensións";NA;NA;NA;NA
"19438";NA;"2003";NA;NA;NA
"19439";NA;"2004";NA;NA;NA
"19440";NA;"2005";NA;NA;NA
"19441";NA;"2006";NA;NA;NA
"19442";NA;"2007";NA;NA;NA
"19443";NA;"2008";NA;NA;NA
"19444";NA;"2009";2;NA;NA
"19445";NA;"2010";1;NA;NA
"19446";NA;"2011";1;NA;NA
"19447";NA;"2012";1;NA;NA
"19448";NA;"2013";1;NA;NA
"19449";NA;"2017";1;NA;NA
"19450";NA;"2018";1;NA;NA
"19451";NA;"2019";1;NA;NA
"19452";NA;"2020";1;NA;NA
"19453";NA;"2021";1;NA;NA
"19454";NA;"2022";1;NA;NA
"19455";"Albergues turísticos";NA;NA;NA;NA
"19456";NA;"2003";NA;NA;NA
"19457";NA;"2004";NA;NA;NA
"19458";NA;"2005";NA;NA;NA
"19459";NA;"2006";NA;NA;NA
"19460";NA;"2007";NA;NA;NA
"19461";NA;"2008";NA;NA;NA
"19462";NA;"2009";NA;NA;NA
"19463";NA;"2010";NA;NA;NA
"19464";NA;"2011";NA;NA;NA
"19465";NA;"2012";0;NA;NA
"19466";NA;"2013";0;NA;NA
"19467";NA;"2017";2;NA;NA
"19468";NA;"2018";3;NA;NA
"19469";NA;"2019";4;NA;NA
"19470";NA;"2020";4;NA;NA
"19471";NA;"2021";4;NA;NA
"19472";NA;"2022";4;NA;NA
"19473";"Turismo rural";NA;NA;NA;NA
"19474";NA;"2003";1;NA;NA
"19475";NA;"2004";1;NA;NA
"19476";NA;"2005";1;NA;NA
"19477";NA;"2006";1;NA;NA
"19478";NA;"2007";1;NA;NA
"19479";NA;"2008";1;NA;NA
"19480";NA;"2009";1;NA;NA
"19481";NA;"2010";1;NA;NA
"19482";NA;"2011";1;NA;NA
"19483";NA;"2012";1;NA;NA
"19484";NA;"2013";1;NA;NA
"19485";NA;"2017";0;NA;NA
"19486";NA;"2018";0;NA;NA
"19487";NA;"2019";0;NA;NA
"19488";NA;"2020";0;NA;NA
"19489";NA;"2021";0;NA;NA
"19490";NA;"2022";0;NA;NA
"19491";"Campamentos de turismo";NA;NA;NA;NA
"19492";NA;"2003";0;NA;NA
"19493";NA;"2004";0;NA;NA
"19494";NA;"2005";0;NA;NA
"19495";NA;"2006";0;NA;NA
"19496";NA;"2007";0;NA;NA
"19497";NA;"2008";0;NA;NA
"19498";NA;"2009";0;NA;NA
"19499";NA;"2010";0;NA;NA
"19500";NA;"2011";0;NA;NA
"19501";NA;"2012";0;NA;NA
"19502";NA;"2013";0;NA;NA
"19503";NA;"2017";0;NA;NA
"19504";NA;"2018";0;NA;NA
"19505";NA;"2019";0;NA;NA
"19506";NA;"2020";0;NA;NA
"19507";NA;"2021";0;NA;NA
"19508";NA;"2022";0;NA;NA
"19509";"Apartamentos turísticos";NA;NA;NA;NA
"19510";NA;"2003";0;NA;NA
"19511";NA;"2004";0;NA;NA
"19512";NA;"2005";0;NA;NA
"19513";NA;"2006";0;NA;NA
"19514";NA;"2007";0;NA;NA
"19515";NA;"2008";0;NA;NA
"19516";NA;"2009";0;NA;NA
"19517";NA;"2010";0;NA;NA
"19518";NA;"2011";0;NA;NA
"19519";NA;"2012";0;NA;NA
"19520";NA;"2013";0;NA;NA
"19521";NA;"2017";0;NA;NA
"19522";NA;"2018";0;NA;NA
"19523";NA;"2019";0;NA;NA
"19524";NA;"2020";0;NA;NA
"19525";NA;"2021";0;NA;NA
"19526";NA;"2022";0;NA;NA
"19527";"Vivendas turísticas";NA;NA;NA;NA
"19528";NA;"2003";NA;NA;NA
"19529";NA;"2004";NA;NA;NA
"19530";NA;"2005";NA;NA;NA
"19531";NA;"2006";NA;NA;NA
"19532";NA;"2007";NA;NA;NA
"19533";NA;"2008";NA;NA;NA
"19534";NA;"2009";NA;NA;NA
"19535";NA;"2010";NA;NA;NA
"19536";NA;"2011";NA;NA;NA
"19537";NA;"2012";NA;NA;NA
"19538";NA;"2013";NA;NA;NA
"19539";NA;"2017";2;NA;NA
"19540";NA;"2018";2;NA;NA
"19541";NA;"2019";2;NA;NA
"19542";NA;"2020";2;NA;NA
"19543";NA;"2021";2;NA;NA
"19544";NA;"2022";2;NA;NA
"19545";"Vivendas de uso turístico";NA;NA;NA;NA
"19546";NA;"2003";0;NA;NA
"19547";NA;"2004";0;NA;NA
"19548";NA;"2005";0;NA;NA
"19549";NA;"2006";0;NA;NA
"19550";NA;"2007";0;NA;NA
"19551";NA;"2008";0;NA;NA
"19552";NA;"2009";0;NA;NA
"19553";NA;"2010";0;NA;NA
"19554";NA;"2011";0;NA;NA
"19555";NA;"2012";0;NA;NA
"19556";NA;"2013";0;NA;NA
"19557";NA;"2017";0;NA;NA
"19558";NA;"2018";1;NA;NA
"19559";NA;"2019";1;NA;NA
"19560";NA;"2020";2;NA;NA
"19561";NA;"2021";3;NA;NA
"19562";NA;"2022";4;NA;NA
"19563";"27023";"Guntín";NA;NA;NA
"19564";"Hoteis";NA;NA;NA;NA
"19565";NA;"2003";0;"GUNTIAN";27023
"19566";NA;"2004";0;NA;NA
"19567";NA;"2005";0;NA;NA
"19568";NA;"2006";0;NA;NA
"19569";NA;"2007";0;NA;NA
"19570";NA;"2008";0;NA;NA
"19571";NA;"2009";0;NA;NA
"19572";NA;"2010";0;NA;NA
"19573";NA;"2011";0;NA;NA
"19574";NA;"2012";0;NA;NA
"19575";NA;"2013";0;NA;NA
"19576";NA;"2017";0;NA;NA
"19577";NA;"2018";0;NA;NA
"19578";NA;"2019";0;NA;NA
"19579";NA;"2020";0;NA;NA
"19580";NA;"2021";0;NA;NA
"19581";NA;"2022";0;NA;NA
"19582";"Pensións";NA;NA;NA;NA
"19583";NA;"2003";NA;NA;NA
"19584";NA;"2004";NA;NA;NA
"19585";NA;"2005";NA;NA;NA
"19586";NA;"2006";NA;NA;NA
"19587";NA;"2007";NA;NA;NA
"19588";NA;"2008";NA;NA;NA
"19589";NA;"2009";2;NA;NA
"19590";NA;"2010";2;NA;NA
"19591";NA;"2011";3;NA;NA
"19592";NA;"2012";3;NA;NA
"19593";NA;"2013";3;NA;NA
"19594";NA;"2017";3;NA;NA
"19595";NA;"2018";3;NA;NA
"19596";NA;"2019";3;NA;NA
"19597";NA;"2020";3;NA;NA
"19598";NA;"2021";3;NA;NA
"19599";NA;"2022";3;NA;NA
"19600";"Albergues turísticos";NA;NA;NA;NA
"19601";NA;"2003";NA;NA;NA
"19602";NA;"2004";NA;NA;NA
"19603";NA;"2005";NA;NA;NA
"19604";NA;"2006";NA;NA;NA
"19605";NA;"2007";NA;NA;NA
"19606";NA;"2008";NA;NA;NA
"19607";NA;"2009";NA;NA;NA
"19608";NA;"2010";NA;NA;NA
"19609";NA;"2011";NA;NA;NA
"19610";NA;"2012";0;NA;NA
"19611";NA;"2013";0;NA;NA
"19612";NA;"2017";2;NA;NA
"19613";NA;"2018";2;NA;NA
"19614";NA;"2019";2;NA;NA
"19615";NA;"2020";2;NA;NA
"19616";NA;"2021";2;NA;NA
"19617";NA;"2022";2;NA;NA
"19618";"Turismo rural";NA;NA;NA;NA
"19619";NA;"2003";0;NA;NA
"19620";NA;"2004";0;NA;NA
"19621";NA;"2005";0;NA;NA
"19622";NA;"2006";0;NA;NA
"19623";NA;"2007";0;NA;NA
"19624";NA;"2008";0;NA;NA
"19625";NA;"2009";0;NA;NA
"19626";NA;"2010";0;NA;NA
"19627";NA;"2011";0;NA;NA
"19628";NA;"2012";0;NA;NA
"19629";NA;"2013";0;NA;NA
"19630";NA;"2017";0;NA;NA
"19631";NA;"2018";0;NA;NA
"19632";NA;"2019";0;NA;NA
"19633";NA;"2020";0;NA;NA
"19634";NA;"2021";0;NA;NA
"19635";NA;"2022";0;NA;NA
"19636";"Campamentos de turismo";NA;NA;NA;NA
"19637";NA;"2003";0;NA;NA
"19638";NA;"2004";0;NA;NA
"19639";NA;"2005";0;NA;NA
"19640";NA;"2006";0;NA;NA
"19641";NA;"2007";0;NA;NA
"19642";NA;"2008";0;NA;NA
"19643";NA;"2009";0;NA;NA
"19644";NA;"2010";0;NA;NA
"19645";NA;"2011";0;NA;NA
"19646";NA;"2012";0;NA;NA
"19647";NA;"2013";0;NA;NA
"19648";NA;"2017";0;NA;NA
"19649";NA;"2018";0;NA;NA
"19650";NA;"2019";0;NA;NA
"19651";NA;"2020";0;NA;NA
"19652";NA;"2021";0;NA;NA
"19653";NA;"2022";0;NA;NA
"19654";"Apartamentos turísticos";NA;NA;NA;NA
"19655";NA;"2003";0;NA;NA
"19656";NA;"2004";0;NA;NA
"19657";NA;"2005";0;NA;NA
"19658";NA;"2006";0;NA;NA
"19659";NA;"2007";0;NA;NA
"19660";NA;"2008";0;NA;NA
"19661";NA;"2009";0;NA;NA
"19662";NA;"2010";0;NA;NA
"19663";NA;"2011";0;NA;NA
"19664";NA;"2012";0;NA;NA
"19665";NA;"2013";0;NA;NA
"19666";NA;"2017";0;NA;NA
"19667";NA;"2018";0;NA;NA
"19668";NA;"2019";0;NA;NA
"19669";NA;"2020";0;NA;NA
"19670";NA;"2021";1;NA;NA
"19671";NA;"2022";1;NA;NA
"19672";"Vivendas turísticas";NA;NA;NA;NA
"19673";NA;"2003";NA;NA;NA
"19674";NA;"2004";NA;NA;NA
"19675";NA;"2005";NA;NA;NA
"19676";NA;"2006";NA;NA;NA
"19677";NA;"2007";NA;NA;NA
"19678";NA;"2008";NA;NA;NA
"19679";NA;"2009";NA;NA;NA
"19680";NA;"2010";NA;NA;NA
"19681";NA;"2011";NA;NA;NA
"19682";NA;"2012";NA;NA;NA
"19683";NA;"2013";NA;NA;NA
"19684";NA;"2017";0;NA;NA
"19685";NA;"2018";0;NA;NA
"19686";NA;"2019";0;NA;NA
"19687";NA;"2020";0;NA;NA
"19688";NA;"2021";0;NA;NA
"19689";NA;"2022";0;NA;NA
"19690";"Vivendas de uso turístico";NA;NA;NA;NA
"19691";NA;"2003";0;NA;NA
"19692";NA;"2004";0;NA;NA
"19693";NA;"2005";0;NA;NA
"19694";NA;"2006";0;NA;NA
"19695";NA;"2007";0;NA;NA
"19696";NA;"2008";0;NA;NA
"19697";NA;"2009";0;NA;NA
"19698";NA;"2010";0;NA;NA
"19699";NA;"2011";0;NA;NA
"19700";NA;"2012";0;NA;NA
"19701";NA;"2013";0;NA;NA
"19702";NA;"2017";0;NA;NA
"19703";NA;"2018";0;NA;NA
"19704";NA;"2019";2;NA;NA
"19705";NA;"2020";2;NA;NA
"19706";NA;"2021";2;NA;NA
"19707";NA;"2022";3;NA;NA
"19708";"27028";"Lugo";NA;NA;NA
"19709";"Hoteis";NA;NA;NA;NA
"19710";NA;"2003";13;"LLLUGO";27028
"19711";NA;"2004";16;NA;NA
"19712";NA;"2005";16;NA;NA
"19713";NA;"2006";17;NA;NA
"19714";NA;"2007";17;NA;NA
"19715";NA;"2008";18;NA;NA
"19716";NA;"2009";18;NA;NA
"19717";NA;"2010";18;NA;NA
"19718";NA;"2011";18;NA;NA
"19719";NA;"2012";18;NA;NA
"19720";NA;"2013";18;NA;NA
"19721";NA;"2017";17;NA;NA
"19722";NA;"2018";18;NA;NA
"19723";NA;"2019";17;NA;NA
"19724";NA;"2020";17;NA;NA
"19725";NA;"2021";17;NA;NA
"19726";NA;"2022";17;NA;NA
"19727";"Pensións";NA;NA;NA;NA
"19728";NA;"2003";NA;NA;NA
"19729";NA;"2004";NA;NA;NA
"19730";NA;"2005";NA;NA;NA
"19731";NA;"2006";NA;NA;NA
"19732";NA;"2007";NA;NA;NA
"19733";NA;"2008";NA;NA;NA
"19734";NA;"2009";18;NA;NA
"19735";NA;"2010";18;NA;NA
"19736";NA;"2011";19;NA;NA
"19737";NA;"2012";19;NA;NA
"19738";NA;"2013";18;NA;NA
"19739";NA;"2017";18;NA;NA
"19740";NA;"2018";19;NA;NA
"19741";NA;"2019";21;NA;NA
"19742";NA;"2020";20;NA;NA
"19743";NA;"2021";20;NA;NA
"19744";NA;"2022";20;NA;NA
"19745";"Albergues turísticos";NA;NA;NA;NA
"19746";NA;"2003";NA;NA;NA
"19747";NA;"2004";NA;NA;NA
"19748";NA;"2005";NA;NA;NA
"19749";NA;"2006";NA;NA;NA
"19750";NA;"2007";NA;NA;NA
"19751";NA;"2008";NA;NA;NA
"19752";NA;"2009";NA;NA;NA
"19753";NA;"2010";NA;NA;NA
"19754";NA;"2011";NA;NA;NA
"19755";NA;"2012";1;NA;NA
"19756";NA;"2013";2;NA;NA
"19757";NA;"2017";4;NA;NA
"19758";NA;"2018";3;NA;NA
"19759";NA;"2019";6;NA;NA
"19760";NA;"2020";9;NA;NA
"19761";NA;"2021";9;NA;NA
"19762";NA;"2022";10;NA;NA
"19763";"Turismo rural";NA;NA;NA;NA
"19764";NA;"2003";2;NA;NA
"19765";NA;"2004";2;NA;NA
"19766";NA;"2005";2;NA;NA
"19767";NA;"2006";0;NA;NA
"19768";NA;"2007";2;NA;NA
"19769";NA;"2008";2;NA;NA
"19770";NA;"2009";2;NA;NA
"19771";NA;"2010";2;NA;NA
"19772";NA;"2011";2;NA;NA
"19773";NA;"2012";2;NA;NA
"19774";NA;"2013";2;NA;NA
"19775";NA;"2017";2;NA;NA
"19776";NA;"2018";2;NA;NA
"19777";NA;"2019";2;NA;NA
"19778";NA;"2020";2;NA;NA
"19779";NA;"2021";2;NA;NA
"19780";NA;"2022";2;NA;NA
"19781";"Campamentos de turismo";NA;NA;NA;NA
"19782";NA;"2003";1;NA;NA
"19783";NA;"2004";1;NA;NA
"19784";NA;"2005";0;NA;NA
"19785";NA;"2006";0;NA;NA
"19786";NA;"2007";0;NA;NA
"19787";NA;"2008";0;NA;NA
"19788";NA;"2009";0;NA;NA
"19789";NA;"2010";0;NA;NA
"19790";NA;"2011";0;NA;NA
"19791";NA;"2012";0;NA;NA
"19792";NA;"2013";1;NA;NA
"19793";NA;"2017";0;NA;NA
"19794";NA;"2018";0;NA;NA
"19795";NA;"2019";0;NA;NA
"19796";NA;"2020";1;NA;NA
"19797";NA;"2021";1;NA;NA
"19798";NA;"2022";1;NA;NA
"19799";"Apartamentos turísticos";NA;NA;NA;NA
"19800";NA;"2003";0;NA;NA
"19801";NA;"2004";0;NA;NA
"19802";NA;"2005";0;NA;NA
"19803";NA;"2006";2;NA;NA
"19804";NA;"2007";3;NA;NA
"19805";NA;"2008";3;NA;NA
"19806";NA;"2009";3;NA;NA
"19807";NA;"2010";3;NA;NA
"19808";NA;"2011";3;NA;NA
"19809";NA;"2012";3;NA;NA
"19810";NA;"2013";3;NA;NA
"19811";NA;"2017";3;NA;NA
"19812";NA;"2018";3;NA;NA
"19813";NA;"2019";4;NA;NA
"19814";NA;"2020";4;NA;NA
"19815";NA;"2021";6;NA;NA
"19816";NA;"2022";6;NA;NA
"19817";"Vivendas turísticas";NA;NA;NA;NA
"19818";NA;"2003";NA;NA;NA
"19819";NA;"2004";NA;NA;NA
"19820";NA;"2005";NA;NA;NA
"19821";NA;"2006";NA;NA;NA
"19822";NA;"2007";NA;NA;NA
"19823";NA;"2008";NA;NA;NA
"19824";NA;"2009";NA;NA;NA
"19825";NA;"2010";NA;NA;NA
"19826";NA;"2011";NA;NA;NA
"19827";NA;"2012";NA;NA;NA
"19828";NA;"2013";NA;NA;NA
"19829";NA;"2017";0;NA;NA
"19830";NA;"2018";0;NA;NA
"19831";NA;"2019";0;NA;NA
"19832";NA;"2020";0;NA;NA
"19833";NA;"2021";0;NA;NA
"19834";NA;"2022";0;NA;NA
"19835";"Vivendas de uso turístico";NA;NA;NA;NA
"19836";NA;"2003";0;NA;NA
"19837";NA;"2004";0;NA;NA
"19838";NA;"2005";0;NA;NA
"19839";NA;"2006";0;NA;NA
"19840";NA;"2007";0;NA;NA
"19841";NA;"2008";0;NA;NA
"19842";NA;"2009";0;NA;NA
"19843";NA;"2010";0;NA;NA
"19844";NA;"2011";0;NA;NA
"19845";NA;"2012";0;NA;NA
"19846";NA;"2013";0;NA;NA
"19847";NA;"2017";0;NA;NA
"19848";NA;"2018";28;NA;NA
"19849";NA;"2019";65;NA;NA
"19850";NA;"2020";103;NA;NA
"19851";NA;"2021";123;NA;NA
"19852";NA;"2022";152;NA;NA
"19853";"27039";"Outeiro de Rei";NA;NA;NA
"19854";"Hoteis";NA;NA;NA;NA
"19855";NA;"2003";0;"OUTEIRO DE REI";27039
"19856";NA;"2004";0;NA;NA
"19857";NA;"2005";1;NA;NA
"19858";NA;"2006";1;NA;NA
"19859";NA;"2007";1;NA;NA
"19860";NA;"2008";1;NA;NA
"19861";NA;"2009";1;NA;NA
"19862";NA;"2010";1;NA;NA
"19863";NA;"2011";1;NA;NA
"19864";NA;"2012";1;NA;NA
"19865";NA;"2013";1;NA;NA
"19866";NA;"2017";1;NA;NA
"19867";NA;"2018";1;NA;NA
"19868";NA;"2019";1;NA;NA
"19869";NA;"2020";1;NA;NA
"19870";NA;"2021";1;NA;NA
"19871";NA;"2022";1;NA;NA
"19872";"Pensións";NA;NA;NA;NA
"19873";NA;"2003";NA;NA;NA
"19874";NA;"2004";NA;NA;NA
"19875";NA;"2005";NA;NA;NA
"19876";NA;"2006";NA;NA;NA
"19877";NA;"2007";NA;NA;NA
"19878";NA;"2008";NA;NA;NA
"19879";NA;"2009";2;NA;NA
"19880";NA;"2010";3;NA;NA
"19881";NA;"2011";3;NA;NA
"19882";NA;"2012";3;NA;NA
"19883";NA;"2013";3;NA;NA
"19884";NA;"2017";3;NA;NA
"19885";NA;"2018";3;NA;NA
"19886";NA;"2019";3;NA;NA
"19887";NA;"2020";3;NA;NA
"19888";NA;"2021";3;NA;NA
"19889";NA;"2022";3;NA;NA
"19890";"Albergues turísticos";NA;NA;NA;NA
"19891";NA;"2003";NA;NA;NA
"19892";NA;"2004";NA;NA;NA
"19893";NA;"2005";NA;NA;NA
"19894";NA;"2006";NA;NA;NA
"19895";NA;"2007";NA;NA;NA
"19896";NA;"2008";NA;NA;NA
"19897";NA;"2009";NA;NA;NA
"19898";NA;"2010";NA;NA;NA
"19899";NA;"2011";NA;NA;NA
"19900";NA;"2012";0;NA;NA
"19901";NA;"2013";0;NA;NA
"19902";NA;"2017";0;NA;NA
"19903";NA;"2018";0;NA;NA
"19904";NA;"2019";0;NA;NA
"19905";NA;"2020";0;NA;NA
"19906";NA;"2021";0;NA;NA
"19907";NA;"2022";0;NA;NA
"19908";"Turismo rural";NA;NA;NA;NA
"19909";NA;"2003";2;NA;NA
"19910";NA;"2004";2;NA;NA
"19911";NA;"2005";3;NA;NA
"19912";NA;"2006";3;NA;NA
"19913";NA;"2007";3;NA;NA
"19914";NA;"2008";3;NA;NA
"19915";NA;"2009";3;NA;NA
"19916";NA;"2010";3;NA;NA
"19917";NA;"2011";3;NA;NA
"19918";NA;"2012";3;NA;NA
"19919";NA;"2013";3;NA;NA
"19920";NA;"2017";3;NA;NA
"19921";NA;"2018";3;NA;NA
"19922";NA;"2019";3;NA;NA
"19923";NA;"2020";3;NA;NA
"19924";NA;"2021";2;NA;NA
"19925";NA;"2022";2;NA;NA
"19926";"Campamentos de turismo";NA;NA;NA;NA
"19927";NA;"2003";0;NA;NA
"19928";NA;"2004";0;NA;NA
"19929";NA;"2005";0;NA;NA
"19930";NA;"2006";0;NA;NA
"19931";NA;"2007";0;NA;NA
"19932";NA;"2008";0;NA;NA
"19933";NA;"2009";0;NA;NA
"19934";NA;"2010";0;NA;NA
"19935";NA;"2011";0;NA;NA
"19936";NA;"2012";0;NA;NA
"19937";NA;"2013";0;NA;NA
"19938";NA;"2017";0;NA;NA
"19939";NA;"2018";0;NA;NA
"19940";NA;"2019";0;NA;NA
"19941";NA;"2020";0;NA;NA
"19942";NA;"2021";0;NA;NA
"19943";NA;"2022";0;NA;NA
"19944";"Apartamentos turísticos";NA;NA;NA;NA
"19945";NA;"2003";0;NA;NA
"19946";NA;"2004";0;NA;NA
"19947";NA;"2005";0;NA;NA
"19948";NA;"2006";0;NA;NA
"19949";NA;"2007";0;NA;NA
"19950";NA;"2008";0;NA;NA
"19951";NA;"2009";0;NA;NA
"19952";NA;"2010";0;NA;NA
"19953";NA;"2011";0;NA;NA
"19954";NA;"2012";0;NA;NA
"19955";NA;"2013";0;NA;NA
"19956";NA;"2017";0;NA;NA
"19957";NA;"2018";0;NA;NA
"19958";NA;"2019";0;NA;NA
"19959";NA;"2020";0;NA;NA
"19960";NA;"2021";0;NA;NA
"19961";NA;"2022";0;NA;NA
"19962";"Vivendas turísticas";NA;NA;NA;NA
"19963";NA;"2003";NA;NA;NA
"19964";NA;"2004";NA;NA;NA
"19965";NA;"2005";NA;NA;NA
"19966";NA;"2006";NA;NA;NA
"19967";NA;"2007";NA;NA;NA
"19968";NA;"2008";NA;NA;NA
"19969";NA;"2009";NA;NA;NA
"19970";NA;"2010";NA;NA;NA
"19971";NA;"2011";NA;NA;NA
"19972";NA;"2012";NA;NA;NA
"19973";NA;"2013";NA;NA;NA
"19974";NA;"2017";0;NA;NA
"19975";NA;"2018";0;NA;NA
"19976";NA;"2019";0;NA;NA
"19977";NA;"2020";0;NA;NA
"19978";NA;"2021";0;NA;NA
"19979";NA;"2022";0;NA;NA
"19980";"Vivendas de uso turístico";NA;NA;NA;NA
"19981";NA;"2003";0;NA;NA
"19982";NA;"2004";0;NA;NA
"19983";NA;"2005";0;NA;NA
"19984";NA;"2006";0;NA;NA
"19985";NA;"2007";0;NA;NA
"19986";NA;"2008";0;NA;NA
"19987";NA;"2009";0;NA;NA
"19988";NA;"2010";0;NA;NA
"19989";NA;"2011";0;NA;NA
"19990";NA;"2012";0;NA;NA
"19991";NA;"2013";0;NA;NA
"19992";NA;"2017";0;NA;NA
"19993";NA;"2018";0;NA;NA
"19994";NA;"2019";1;NA;NA
"19995";NA;"2020";1;NA;NA
"19996";NA;"2021";2;NA;NA
"19997";NA;"2022";2;NA;NA
"19998";"27049";"Portomarín";NA;NA;NA
"19999";"Hoteis";NA;NA;NA;NA
"20000";NA;"2003";2;"portomar�n";27049
"20001";NA;"2004";2;NA;NA
"20002";NA;"2005";2;NA;NA
"20003";NA;"2006";2;NA;NA
"20004";NA;"2007";2;NA;NA
"20005";NA;"2008";2;NA;NA
"20006";NA;"2009";2;NA;NA
"20007";NA;"2010";2;NA;NA
"20008";NA;"2011";2;NA;NA
"20009";NA;"2012";2;NA;NA
"20010";NA;"2013";2;NA;NA
"20011";NA;"2017";2;NA;NA
"20012";NA;"2018";4;NA;NA
"20013";NA;"2019";4;NA;NA
"20014";NA;"2020";4;NA;NA
"20015";NA;"2021";5;NA;NA
"20016";NA;"2022";5;NA;NA
"20017";"Pensións";NA;NA;NA;NA
"20018";NA;"2003";NA;NA;NA
"20019";NA;"2004";NA;NA;NA
"20020";NA;"2005";NA;NA;NA
"20021";NA;"2006";NA;NA;NA
"20022";NA;"2007";NA;NA;NA
"20023";NA;"2008";NA;NA;NA
"20024";NA;"2009";14;NA;NA
"20025";NA;"2010";16;NA;NA
"20026";NA;"2011";16;NA;NA
"20027";NA;"2012";16;NA;NA
"20028";NA;"2013";8;NA;NA
"20029";NA;"2017";9;NA;NA
"20030";NA;"2018";9;NA;NA
"20031";NA;"2019";11;NA;NA
"20032";NA;"2020";12;NA;NA
"20033";NA;"2021";14;NA;NA
"20034";NA;"2022";14;NA;NA
"20035";"Albergues turísticos";NA;NA;NA;NA
"20036";NA;"2003";NA;NA;NA
"20037";NA;"2004";NA;NA;NA
"20038";NA;"2005";NA;NA;NA
"20039";NA;"2006";NA;NA;NA
"20040";NA;"2007";NA;NA;NA
"20041";NA;"2008";NA;NA;NA
"20042";NA;"2009";NA;NA;NA
"20043";NA;"2010";NA;NA;NA
"20044";NA;"2011";NA;NA;NA
"20045";NA;"2012";10;NA;NA
"20046";NA;"2013";12;NA;NA
"20047";NA;"2017";21;NA;NA
"20048";NA;"2018";23;NA;NA
"20049";NA;"2019";24;NA;NA
"20050";NA;"2020";23;NA;NA
"20051";NA;"2021";25;NA;NA
"20052";NA;"2022";26;NA;NA
"20053";"Turismo rural";NA;NA;NA;NA
"20054";NA;"2003";1;NA;NA
"20055";NA;"2004";1;NA;NA
"20056";NA;"2005";1;NA;NA
"20057";NA;"2006";1;NA;NA
"20058";NA;"2007";1;NA;NA
"20059";NA;"2008";1;NA;NA
"20060";NA;"2009";1;NA;NA
"20061";NA;"2010";1;NA;NA
"20062";NA;"2011";1;NA;NA
"20063";NA;"2012";1;NA;NA
